,Unnamed: 0,ExportDate,StudioTestName,ParticipantName,RecordingName,RecordingDate,RecordingDuration,MediaName,RecordingTimestamp,LocalTimeStamp,EyeTrackerTimestamp,FixationIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),AOI[Stu-Rectangle 6]Hit,AOI[Stu-Rectangle 7]Hit,AOI[Stu-Rectangle 8]Hit,AOI[Stu-Rectangle 9]Hit,AOI[Stu-Rectangle 10]Hit,AOI[Stu-Rectangle 11]Hit,AOI[Stu-Rectangle 12]Hit,AOI[Stu-Rectangle 13]Hit,AOI[Stu-Rectangle 14]Hit,AOI[Stu-Rectangle 15]Hit,AOI[Stu-Rectangle 16]Hit,AOI[Stu-Rectangle 17]Hit,AOI[Stu-Rectangle 18]Hit,AOI[Stu-Rectangle 19]Hit,AOI[Stu-Rectangle 20]Hit,AOI[Stu-Rectangle 21]Hit,AOI[Stu-Rectangle 22]Hit,AOI[Stu-Rectangle 23]Hit,AOI[Stu-Rectangle 24]Hit,AOI[Stu-Rectangle 25]Hit,AOI[Stu-Rectangle 26]Hit,AOI[Stu-Rectangle 27]Hit,AOI[Stu-Rectangle 28]Hit,AOI[Stu-Rectangle 29]Hit,AOI[Stu-Rectangle 30]Hit,AOI[Stu-Rectangle 31]Hit,AOI[Stu-Rectangle 32]Hit,AOI[Stu-Rectangle 33]Hit,AOI[Stu-Rectangle 34]Hit,AOI[Stu-Rectangle 35]Hit,AOI[Stu-Rectangle 36]Hit,AOI[Stu-Rectangle 37]Hit,AOI[Stu-Rectangle 39]Hit,AOI[Stu-Rectangle 40]Hit,AOI[Stu-Rectangle 41]Hit,AOI[Stu-Rectangle 42]Hit,AOI[Stu-Rectangle 43]Hit,AOI[Stu-Rectangle 44]Hit,AOI[Stu-Rectangle 45]Hit,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,ValidityLeft,ValidityRight,Unnamed: 90,CorrectedRecordingTimestamp,LineNumber
0,19264,23/04/2019,RegularHL-StrideHL-SV,R-S-SV2,Rec 03,15/04/2019,983687,vehicleClassStrideJava.png,32353,14:55:21.454,1555329790808958,131.0,Fixation,316,213.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,14
1,19265,23/04/2019,RegularHL-StrideHL-SV,R-S-SV2,Rec 03,15/04/2019,983687,vehicleClassStrideJava.png,32369,14:55:21.470,1555329790825567,131.0,Fixation,316,213.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,16,14
2,19266,23/04/2019,RegularHL-StrideHL-SV,R-S-SV2,Rec 03,15/04/2019,983687,vehicleClassStrideJava.png,32386,14:55:21.487,1555329790842187,131.0,Fixation,316,213.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,33,14
3,19267,23/04/2019,RegularHL-StrideHL-SV,R-S-SV2,Rec 03,15/04/2019,983687,vehicleClassStrideJava.png,32403,14:55:21.504,1555329790858944,131.0,Fixation,316,213.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,50,14
4,19268,23/04/2019,RegularHL-StrideHL-SV,R-S-SV2,Rec 03,15/04/2019,983687,vehicleClassStrideJava.png,32419,14:55:21.520,1555329790875553,131.0,Fixation,316,213.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,66,14
5,19269,23/04/2019,RegularHL-StrideHL-SV,R-S-SV2,Rec 03,15/04/2019,983687,vehicleClassStrideJava.png,32436,14:55:21.537,1555329790892172,131.0,Fixation,316,213.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,83,14
6,19270,23/04/2019,RegularHL-StrideHL-SV,R-S-SV2,Rec 03,15/04/2019,983687,vehicleClassStrideJava.png,32453,14:55:21.553,1555329790908794,131.0,Fixation,316,213.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,100,14
7,19271,23/04/2019,RegularHL-StrideHL-SV,R-S-SV2,Rec 03,15/04/2019,983687,vehicleClassStrideJava.png,32469,14:55:21.570,1555329790925540,131.0,Fixation,316,213.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,116,14
8,19272,23/04/2019,RegularHL-StrideHL-SV,R-S-SV2,Rec 03,15/04/2019,983687,vehicleClassStrideJava.png,32486,14:55:21.587,1555329790942161,131.0,Fixation,316,213.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,133,14
9,19273,23/04/2019,RegularHL-StrideHL-SV,R-S-SV2,Rec 03,15/04/2019,983687,vehicleClassStrideJava.png,32503,14:55:21.603,1555329790958783,131.0,Fixation,316,213.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,150,14
